LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 0.8
Lattice spacing in x,y,z = 1.118034 1.118034 1.118034
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.55901699) to (22.36068 22.36068 0.55901699)
  2 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.55901699) to (22.36068 22.36068 0.55901699)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 35 35 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.052 | 3.052 | 3.052 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     29500   3.1088262      0.64805438     0              3.7491085      12.397194    
     30000   3.0987093      0.68758484     0              3.7785474      12.788816    
     30500   3.3075075      0.50654771     0              3.8057864      10.851438    
     31000   3.2198683      0.85184821     0              4.0636668      14.372056    
     31500   3.146653       0.5969901      0              3.7357765      12.455785    
     32000   2.9489271      0.76686494     0              3.7084197      13.195205    
     32500   3.0555349      0.73874913     0              3.7866452      13.309391    
     33000   3.2777606      0.66445558     0              3.9340218      12.618466    
     33500   3.1817935      0.67292407     0              3.8467631      12.622432    
     34000   3.1004235      0.73621424     0              3.8288866      13.2137      
     34500   3.2030621      0.64385647     0              3.8389109      12.763801    
     35000   3.0732062      0.6811959      0              3.7467191      12.693277    
     35500   3.0510359      0.6795777      0              3.722986       12.901938    
     36000   3.1335129      0.71241422     0              3.8380934      13.116113    
     36500   3.3060861      0.78028198     0              4.0781028      13.981545    
     37000   3.2470301      0.7245544      0              3.9634669      13.252446    
     37500   3.1017386      0.72605603     0              3.8200403      13.307304    
     38000   3.0152102      0.81072186     0              3.818394       14.019159    
     38500   3.0924882      0.60974615     0              3.6945031      12.136672    
     39000   3.1653228      0.71980172     0              3.8772112      13.100771    
     39500   3.1320283      0.61812831     0              3.7423265      11.987082    
     40000   3.005585       0.71126002     0              3.709331       12.960138    
     40500   3.1406047      0.70782554     0              3.8405787      13.208156    
     41000   3.1559683      0.85990783     0              4.0079862      14.657157    
     41500   3.1476961      0.77136925     0              3.9111961      13.914265    
     42000   3.0632259      0.77864888     0              3.8342167      13.490447    
     42500   3.1033758      0.7304309      0              3.8260483      13.356783    
     43000   3.1125031      0.67861953     0              3.7833414      12.625825    
     43500   3.0761068      0.55485672     0              3.6232732      11.449191    
     44000   2.7607896      0.6294262      0              3.3833138      11.641559    
     44500   2.8233433      0.64101771     0              3.4573027      12.11834     
     45000   2.81225        0.73516805     0              3.5403874      12.893772    
     45500   3.1535814      0.59197279     0              3.7376702      11.749075    
     46000   3.0444209      0.68293522     0              3.719745       12.666627    
     46500   2.7326284      0.66616817     0              3.391965       12.189142    
     47000   2.8396066      0.61491437     0              3.447422       11.390544    
     47500   3.0222051      0.5030264      0              3.517676       10.616431    
     48000   2.9590678      0.6289051      0              3.5805752      12.222249    
     48500   2.9050449      0.60353429     0              3.5013165      11.809545    
     49000   2.9040467      0.54497177     0              3.4417583      11.293766    
     49500   2.8865118      0.68336708     0              3.5626626      12.747696    
     50000   3.0837618      0.56690197     0              3.6429543      11.54779     
Loop time of 1.16845 on 2 procs for 50000 steps with 400 atoms

Performance: 36971941.996 tau/day, 42791.600 timesteps/s, 17.117 Matom-step/s
96.5% CPU use with 2 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.2195     | 0.2234     | 0.2273     |   0.8 | 19.12
Neigh   | 0.42306    | 0.43393    | 0.4448     |   1.7 | 37.14
Comm    | 0.23517    | 0.25233    | 0.2695     |   3.4 | 21.60
Output  | 0.0018728  | 0.0029403  | 0.0040078  |   2.0 |  0.25
Modify  | 0.16651    | 0.16693    | 0.16735    |   0.1 | 14.29
Other   |            | 0.08893    |            |       |  7.61

Nlocal:            200 ave         208 max         192 min
Histogram: 1 0 0 0 0 0 0 0 0 1
Nghost:             76 ave          80 max          72 min
Histogram: 1 0 0 0 0 0 0 0 0 1
Neighs:            387 ave         403 max         371 min
Histogram: 1 0 0 0 0 0 0 0 0 1

Total # of neighbors = 774
Ave neighs/atom = 1.935
Neighbor list builds = 16918
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.8_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.8_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.8_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.8_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.087 | 3.087 | 3.087 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   3.0837618      0.56690197     0              3.6429543      11.54779     
     50500   2.879316       0.58945877     0              3.4615765      11.554843    
     51000   2.8764271      0.69300142     0              3.5622374      12.829004    
     51500   2.916612       0.66336466     0              3.5726851      12.880872    
     52000   2.6194428      0.71872388     0              3.331618       12.146174    
     52500   2.8813937      0.59040108     0              3.4645913      11.542229    
     53000   2.9284675      0.51657902     0              3.4377254      10.739831    
     53500   2.7289559      0.65313498     0              3.3752685      12.072734    
     54000   2.7527091      0.58426578     0              3.3300931      11.598174    
     54500   2.7165758      0.55438174     0              3.2641661      10.809557    
     55000   2.5266806      0.57580241     0              3.0961663      11.36146     
     55500   2.7127513      0.60054759     0              3.306517       11.130339    
     56000   2.6728867      0.77625559     0              3.4424601      13.593585    
     56500   2.8022504      0.74716308     0              3.5424079      13.204466    
     57000   2.8252108      0.67454749     0              3.4926952      12.133286    
     57500   2.8524511      0.71085957     0              3.5561795      12.656914    
     58000   2.8693133      0.66990629     0              3.5320463      12.175409    
     58500   2.7423807      0.64355094     0              3.3790757      12.22677     
     59000   2.9008605      0.56822258     0              3.461831       11.164327    
     59500   2.759538       0.6148094      0              3.3674485      11.662465    
     60000   2.6747003      0.66802581     0              3.3360394      12.060222    
     60500   2.8152642      0.54823722     0              3.3564632      11.143132    
     61000   2.6799324      0.66372031     0              3.3369529      12.40392     
     61500   2.8930392      0.62060047     0              3.506407       11.359535    
     62000   3.0828304      0.51714637     0              3.5922697      10.645888    
     62500   2.6792094      0.63044437     0              3.3029557      11.887064    
     63000   2.7452266      0.4933574      0              3.231721       9.8053734    
     63500   2.7300735      0.5036125      0              3.2268608      10.50318     
     64000   2.8522478      0.49532873     0              3.3404459      10.317689    
     64500   2.5137871      0.49236168     0              2.9998643      9.8889883    
     65000   2.4936107      0.51735982     0              3.0047365      10.2944      
     65500   2.4583411      0.53836496     0              2.9905602      10.677895    
     66000   2.47046        0.54612423     0              3.010408       10.623536    
     66500   2.3178314      0.57463482     0              2.8866716      10.905858    
     67000   2.5262125      0.48829357     0              3.0081906      10.142922    
     67500   2.4186891      0.50073289     0              2.9133752      10.298538    
     68000   2.3554418      0.53280988     0              2.8823631      10.571075    
     68500   2.3123992      0.49356807     0              2.8001862      9.8355466    
     69000   2.1190284      0.53927498     0              2.6530058      10.15254     
     69500   2.3858603      0.41685533     0              2.796751       8.8434945    
     70000   2.3273704      0.50106591     0              2.8226179      9.7303264    
     70500   2.3617791      0.55542693     0              2.9113016      10.828294    
     71000   2.5128729      0.42876976     0              2.9353604      9.3462607    
     71500   2.3577764      0.54708115     0              2.8989631      10.851559    
     72000   2.4585056      0.55321412     0              3.0055735      11.120784    
     72500   2.566069       0.48380942     0              3.0434632      10.212322    
     73000   2.5864706      0.50341375     0              3.0834182      10.048881    
     73500   2.2534553      0.52366982     0              2.7714915      10.551478    
     74000   2.2583483      0.50722769     0              2.7599301      10.212912    
     74500   2.2973124      0.53264606     0              2.8242152      10.208074    
     75000   2.4328326      0.37580942     0              2.80256        8.2385716    
     75500   2.2723711      0.55107633     0              2.8177665      10.8402      
     76000   2.3187942      0.44764689     0              2.7606441      9.4536926    
     76500   2.2389699      0.42810618     0              2.6614787      8.9700722    
     77000   2.0712087      0.48474373     0              2.5507744      9.493863     
     77500   2.0973049      0.46773298     0              2.5597946      9.6023201    
     78000   2.1816908      0.42083125     0              2.5970678      9.0257278    
     78500   2.0335502      0.468748       0              2.4972143      9.6095986    
     79000   1.9909056      0.4216455      0              2.4075738      8.7351834    
     79500   1.819921       0.43998275     0              2.255354       8.9140345    
     80000   1.9610332      0.49403839     0              2.450169       9.438087     
     80500   2.099927       0.44119275     0              2.5358699      9.3181727    
     81000   2.0370538      0.51888346     0              2.5508447      9.9441225    
     81500   2.0867938      0.44769996     0              2.5292768      8.8994665    
     82000   2.1299307      0.48033425     0              2.6049401      9.5708565    
     82500   2.1160265      0.43856854     0              2.549305       9.3999621    
     83000   2.0844708      0.50259658     0              2.5818562      9.7874869    
     83500   1.9990304      0.43377848     0              2.4278113      8.9196399    
     84000   2.0336608      0.39086055     0              2.4194372      8.4217017    
     84500   1.9620611      0.36388185     0              2.3210378      8.0124378    
     85000   1.8369248      0.38250897     0              2.2148414      8.3823517    
     85500   1.722973       0.35755714     0              2.0762227      8.1183084    
     86000   1.8373986      0.40338247     0              2.2361876      8.5162487    
     86500   1.8601423      0.40641944     0              2.2619114      8.4831452    
     87000   1.874755       0.46562144     0              2.3356896      9.4794396    
     87500   1.9220807      0.47651569     0              2.3937912      9.6283996    
     88000   2.0086838      0.39601767     0              2.3996797      8.5229426    
     88500   2.0982661      0.38884568     0              2.4818661      8.4996863    
     89000   1.9331645      0.4290125      0              2.3573441      9.0388189    
     89500   1.9482807      0.40065794     0              2.344068       8.5188174    
     90000   1.8542411      0.37607096     0              2.2256764      8.1689039    
     90500   1.9020049      0.37739052     0              2.2746404      8.3828397    
     91000   1.6922666      0.48209306     0              2.1701289      9.2488283    
     91500   1.7786898      0.34764759     0              2.1218907      7.4090423    
     92000   1.7706532      0.36405006     0              2.1302767      7.7253921    
     92500   1.7695808      0.37110132     0              2.1362582      8.0429354    
     93000   1.8239802      0.42778967     0              2.2472099      8.6800439    
     93500   1.7543281      0.39607218     0              2.1460145      8.4164695    
     94000   1.6695657      0.33347444     0              1.9988662      7.5329225    
     94500   1.6853353      0.27902685     0              1.9601488      6.9602716    
     95000   1.5821747      0.33616951     0              1.9143887      7.262284     
     95500   1.4791969      0.33174651     0              1.8072454      7.3658505    
     96000   1.6467192      0.31361012     0              1.9562125      7.1526841    
     96500   1.6334541      0.3751186      0              2.0044891      7.929106     
     97000   1.6885666      0.29340755     0              1.9777528      7.0022477    
     97500   1.6732748      0.2589268      0              1.9280184      6.3696097    
     98000   1.5746257      0.29883849     0              1.8695276      7.0571896    
     98500   1.5848323      0.31167042     0              1.8925407      7.162398     
     99000   1.5954018      0.33476579     0              1.9261791      7.5444039    
     99500   1.5396532      0.32851659     0              1.8643206      7.3654905    
    100000   1.5177396      0.3114724      0              1.8254177      6.9577879    
    100500   1.4554481      0.25414327     0              1.7059528      6.2005298    
    101000   1.5239523      0.28652346     0              1.8066659      6.7300151    
    101500   1.4898897      0.27413389     0              1.7602989      6.3656847    
    102000   1.511868       0.24446388     0              1.7525523      6.2114884    
    102500   1.4685678      0.30342787     0              1.7683243      6.6052187    
    103000   1.4891254      0.26589854     0              1.7513012      6.5330728    
    103500   1.4976317      0.30534366     0              1.7992313      7.2624802    
    104000   1.4513704      0.31162369     0              1.7593656      6.9021169    
    104500   1.4254746      0.29975905     0              1.7216699      7.0440764    
    105000   1.4462234      0.33293147     0              1.7755393      7.274427     
    105500   1.4511446      0.24728754     0              1.6948043      6.2689469    
    106000   1.4466646      0.2218797      0              1.6649277      5.6474845    
    106500   1.4484359      0.27763531     0              1.7224501      6.3387877    
    107000   1.5052876      0.22762974     0              1.7291542      5.8115483    
    107500   1.431506       0.2352136      0              1.6631409      6.0255692    
    108000   1.362951       0.25634743     0              1.615891       6.1799041    
    108500   1.3888004      0.29203659     0              1.677365       6.9385746    
    109000   1.4307976      0.24889425     0              1.6761148      6.023025     
    109500   1.37828        0.19693146     0              1.5717658      5.3562219    
    110000   1.2253934      0.28541928     0              1.5077492      6.7611928    
    110500   1.1805014      0.2846255      0              1.4621756      6.4799622    
    111000   1.236892       0.1863382      0              1.4201379      5.1210315    
    111500   1.161793       0.21484367     0              1.3737321      5.3546285    
    112000   1.0904481      0.21968017     0              1.3074021      5.4873181    
    112500   0.9865295      0.24568726     0              1.2297504      5.638955     
    113000   1.2300468      0.12474587     0              1.3517175      4.0716994    
    113500   1.1528227      0.19249243     0              1.342433       5.0017624    
    114000   1.112563       0.2343765      0              1.3441581      5.6603347    
    114500   1.0487495      0.18704373     0              1.2331713      4.8830199    
    115000   1.0749277      0.22332394     0              1.2955643      5.5992207    
    115500   1.0961205      0.21857408     0              1.3119543      5.487054     
    116000   1.0617268      0.22041749     0              1.27949        5.6505966    
    116500   1.0386015      0.19598423     0              1.2319892      5.02007      
    117000   0.99126503     0.15577971     0              1.1445666      4.3548052    
    117500   0.97518089     0.21993416     0              1.1926771      5.3040748    
    118000   1.0012395      0.19110447     0              1.1898409      4.9359552    
    118500   0.99656205     0.16238543     0              1.1564561      4.5086272    
    119000   0.9752037      0.16254077     0              1.1353065      4.3974605    
    119500   0.89433073     0.21621116     0              1.1083061      5.1895949    
    120000   0.96239761     0.14747007     0              1.1074617      4.2725946    
    120500   0.80639121     0.18074645     0              0.98512168     4.8152013    
    121000   0.9098212      0.14911023     0              1.0566569      4.2344853    
    121500   0.93056479     0.14697629     0              1.0752147      4.3391772    
    122000   0.89605378     0.16199617     0              1.0558098      4.232123     
    122500   0.90224856     0.15240299     0              1.0523959      4.116746     
    123000   0.87345573     0.15854324     0              1.0298153      4.2303617    
    123500   0.88848657     0.15137747     0              1.0376428      4.3179701    
    124000   0.89412692     0.15101153     0              1.0429031      4.372315     
    124500   0.87268167     0.14583261     0              1.0163326      4.1459707    
    125000   0.84747326     0.13343976     0              0.97879434     3.6612575    
    125500   0.88559099     0.12637062     0              1.0097476      3.9328938    
    126000   0.80943524     0.14630702     0              0.95371867     4.1570478    
    126500   0.81828594     0.12647264     0              0.94271286     3.8162989    
    127000   0.78954234     0.13333527     0              0.92090376     3.8109459    
    127500   0.77821923     0.13259834     0              0.90887202     3.8190475    
    128000   0.81899055     0.096795333    0              0.91373841     3.360008     
    128500   0.79418103     0.11048361     0              0.90267919     3.5083082    
    129000   0.75412441     0.12035042     0              0.87258952     3.5403835    
    129500   0.73269353     0.1028885      0              0.8337503      3.400858     
    130000   0.69215848     0.11306086     0              0.80348894     3.4765797    
    130500   0.68120928     0.10779786     0              0.78730412     3.4627255    
    131000   0.65469464     0.1237017      0              0.7767596      3.4107516    
    131500   0.63453751     0.099736887    0              0.73268806     3.1160526    
    132000   0.63012065     0.09885418     0              0.72739953     3.0992647    
    132500   0.66253409     0.08110283     0              0.74198058     2.68495      
    133000   0.56647822     0.0883053      0              0.65336732     2.8398733    
    133500   0.56516562     0.074767143    0              0.63851985     2.700359     
    134000   0.57242479     0.079724994    0              0.65071872     2.9658806    
    134500   0.56233711     0.060734742    0              0.62166601     2.2444684    
    135000   0.52852224     0.070820739    0              0.59802168     2.4853145    
    135500   0.48556318     0.066844839    0              0.55119411     2.4046632    
    136000   0.48308446     0.074095912    0              0.55597266     2.4362427    
    136500   0.47792013     0.069779479    0              0.54650481     2.436591     
    137000   0.45373847     0.069532758    0              0.52213688     2.5161078    
    137500   0.46494315     0.056371016    0              0.52015181     2.119131     
    138000   0.44380619     0.062454669    0              0.50515134     2.2062186    
    138500   0.47353143     0.051616805    0              0.5239644      1.9764551    
    139000   0.43360136     0.054828065    0              0.48734542     2.0375939    
    139500   0.41823781     0.062898075    0              0.48009029     2.2195909    
    140000   0.40147796     0.05109736     0              0.45157162     1.9573242    
    140500   0.34683884     0.052842527    0              0.39881427     2.005829     
    141000   0.33278913     0.056764164    0              0.38872132     2.054121     
    141500   0.3446252      0.03871024     0              0.38247387     1.6123726    
    142000   0.32724394     0.032394818    0              0.35882065     1.4837307    
    142500   0.30437433     0.029405698    0              0.33301909     1.3840956    
    143000   0.29414651     0.038781843    0              0.33219299     1.6685626    
    143500   0.28980328     0.035643384    0              0.32472215     1.4102174    
    144000   0.25748539     0.022857884    0              0.27969956     1.1071984    
    144500   0.25699496     0.029353123    0              0.2857056      1.2858433    
    145000   0.25192645     0.022814543    0              0.27411117     1.1871594    
    145500   0.25659028     0.029310688    0              0.28525949     1.3642684    
    146000   0.21649416     0.022357677    0              0.2383106      1.0267203    
    146500   0.20455622     0.026674597    0              0.23071943     1.2058497    
    147000   0.19863189     0.018504254    0              0.21663956     0.98148111   
    147500   0.16678935     0.02260517     0              0.18897755     1.1265982    
    148000   0.15732452     0.014994106    0              0.17192531     0.91310566   
    148500   0.13498251     0.020398748    0              0.1550438      1.0261832    
    149000   0.12002006     0.013226719    0              0.13294673     0.76104172   
    149500   0.11505055     0.0087211382   0              0.12348406     0.63710922   
    150000   0.11457584     0.0090065538   0              0.12329595     0.58885606   
Loop time of 1.98851 on 2 procs for 100000 steps with 400 atoms

Performance: 43449693.877 tau/day, 50288.998 timesteps/s, 20.116 Matom-step/s
96.4% CPU use with 2 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.38862    | 0.3931     | 0.39758    |   0.7 | 19.77
Neigh   | 0.61514    | 0.61931    | 0.62349    |   0.5 | 31.14
Comm    | 0.4357     | 0.44293    | 0.45016    |   1.1 | 22.27
Output  | 0.049325   | 0.050167   | 0.051009   |   0.4 |  2.52
Modify  | 0.32783    | 0.3286     | 0.32938    |   0.1 | 16.53
Other   |            | 0.1544     |            |       |  7.76

Nlocal:            200 ave         204 max         196 min
Histogram: 1 0 0 0 0 0 0 0 0 1
Nghost:             74 ave          76 max          72 min
Histogram: 1 0 0 0 0 0 0 0 0 1
Neighs:            409 ave         410 max         408 min
Histogram: 1 0 0 0 0 0 0 0 0 1

Total # of neighbors = 818
Ave neighs/atom = 2.045
Neighbor list builds = 24438
Dangerous builds = 0
Total wall time: 0:00:03
